player_id,name,age,photo_url,position_group,detailed_position,team_id,team_name,team_logo,league_id,season,appearances,starts,minutes_played,rating,goals,assists,shots,shots_on_target,key_passes,passes_total,dribbles_succ,tackles,interceptions,blocks,duels_won,fouls_drawn,fouls_committed,cards,goals_per90,assists_per90,shots_per90,shots_on_target_per90,goal_contributions_per90,key_passes_per90,successful_dribbles_per90,tackles_per90,interceptions_per90,blocks_per90,defensive_actions_per90,duels_won_per90,fouls_drawn_per90,fouls_committed_per90,cards_per90,shot_accuracy,goal_conversion,key_pass_rate,pass_accuracy,duel_success_rate,dribble_success_rate
426,M. Uth,34,https://media.api-sports.io/football/players/426.png,Attacker,Attacker,192,1. FC Köln,https://media.api-sports.io/football/teams/192.png,78,2023,11,3,367,6.63,0,1,7,5,10,135,4,8,1,0,27,12,9,2,0.0,0.25,1.72,1.23,0.25,2.45,0.98,1.96,0.25,0.0,2.21,6.62,2.94,2.21,0.49,71.43,0.0,7.41,0.0,46.55,44.44
497,M. Neuer,39,https://media.api-sports.io/football/players/497.png,Midfielder,Goalkeeper,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,23,23,2054,6.956521,0,0,0,0,0,767,1,1,0,0,9,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.04,0.39,0.09,0.04,0.04,0.0,0.0,0.0,0.0,69.23,100.0
498,S. Ulreich,37,https://media.api-sports.io/football/players/498.png,Midfielder,Goalkeeper,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,11,11,990,6.727272,0,0,0,0,1,338,0,1,0,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.18,0.0,0.0,0.09,0.0,0.0,0.3,0.0,100.0,0.0
501,M. Hummels,37,https://media.api-sports.io/football/players/501.png,Defender,Defender,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,25,20,1582,7.083333,3,0,15,6,9,1411,2,52,32,11,101,9,12,5,0.17,0.0,0.85,0.34,0.17,0.51,0.11,2.96,1.82,0.63,5.4,5.75,0.51,0.68,0.28,40.0,20.0,0.64,50.0,59.41,33.33
502,J. Kimmich,30,https://media.api-sports.io/football/players/502.png,Midfielder,Midfielder,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,28,27,2185,7.435714,1,6,17,7,73,1984,10,45,13,4,84,24,11,2,0.04,0.25,0.7,0.29,0.29,3.01,0.41,1.85,0.54,0.16,2.55,3.46,0.99,0.45,0.08,41.18,5.88,3.68,64.0,56.0,45.45
506,N. Süle,30,https://media.api-sports.io/football/players/506.png,Defender,Defender,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,23,14,1507,7.031818,1,0,3,1,5,1489,3,18,25,14,44,1,9,0,0.06,0.0,0.18,0.06,0.06,0.3,0.18,1.07,1.49,0.84,3.4,2.63,0.06,0.54,0.0,33.33,33.33,0.34,60.0,55.7,75.0
508,K. Coman,29,https://media.api-sports.io/football/players/508.png,Attacker,Attacker,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,17,15,1123,7.282352,3,3,23,8,29,578,28,12,2,1,65,19,6,1,0.24,0.24,1.84,0.64,0.48,2.32,2.24,0.96,0.16,0.08,1.2,5.21,1.52,0.48,0.08,34.78,13.04,5.02,0.0,48.15,46.67
509,A. Davies,25,https://media.api-sports.io/football/players/509.png,Defender,Defender,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,29,24,2068,7.131034,2,5,9,4,38,1451,71,47,27,4,152,20,16,0,0.09,0.22,0.39,0.17,0.3,1.65,3.09,2.05,1.18,0.17,3.39,6.62,0.87,0.7,0.0,44.44,22.22,2.62,44.0,56.93,61.74
510,S. Gnabry,30,https://media.api-sports.io/football/players/510.png,Attacker,Attacker,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,10,5,433,7.144444,3,1,10,6,9,197,6,8,3,0,20,3,6,0,0.62,0.21,2.08,1.25,0.83,1.87,1.25,1.66,0.62,0.0,2.29,4.16,0.62,1.25,0.0,60.0,30.0,4.57,0.0,41.67,50.0
511,L. Goretzka,30,https://media.api-sports.io/football/players/511.png,Midfielder,Midfielder,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,30,25,2243,7.396666,6,7,38,15,33,1730,13,39,30,8,102,14,23,3,0.24,0.28,1.52,0.6,0.52,1.32,0.52,1.56,1.2,0.32,3.09,4.09,0.56,0.92,0.12,39.47,15.79,1.91,51.0,49.76,61.9
512,Jeong Woo-Yeong,26,https://media.api-sports.io/football/players/512.png,Midfielder,Midfielder,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,78,2023,26,5,618,6.752173,2,3,14,8,9,316,4,15,7,0,31,9,4,1,0.29,0.44,2.04,1.17,0.73,1.31,0.58,2.18,1.02,0.0,3.2,4.51,1.31,0.58,0.15,57.14,14.29,2.85,0.0,46.97,26.67
522,T. Müller,36,https://media.api-sports.io/football/players/522.png,Attacker,Attacker,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,31,20,1659,7.24,5,9,24,13,52,717,11,26,2,0,87,21,12,0,0.27,0.49,1.3,0.71,0.76,2.82,0.6,1.41,0.11,0.0,1.52,4.72,1.14,0.65,0.0,54.17,20.83,7.25,0.0,49.15,57.89
532,M. de Ligt,26,https://media.api-sports.io/football/players/532.png,Defender,Defender,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,22,16,1390,6.990476,2,0,11,7,3,1188,2,13,16,10,65,8,12,5,0.13,0.0,0.71,0.45,0.13,0.19,0.13,0.84,1.04,0.65,2.53,4.21,0.52,0.78,0.32,63.64,18.18,0.25,50.0,59.63,100.0
545,N. Mazraoui,28,https://media.api-sports.io/football/players/545.png,Defender,Defender,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,19,15,1198,6.98421,0,3,6,3,15,859,11,31,20,1,72,11,10,3,0.0,0.23,0.45,0.23,0.23,1.13,0.83,2.33,1.5,0.08,3.91,5.41,0.83,0.75,0.23,50.0,0.0,1.75,40.0,56.25,47.83
547,D. van de Beek,28,https://media.api-sports.io/football/players/547.png,Midfielder,Midfielder,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,78,2023,8,4,359,6.5625,0,0,0,0,3,132,3,8,3,1,16,1,7,1,0.0,0.0,0.0,0.0,0.0,0.75,0.75,2.01,0.75,0.25,3.01,4.01,0.25,1.75,0.25,0.0,0.0,2.27,0.0,42.11,50.0
549,V. Černý,28,https://media.api-sports.io/football/players/549.png,Midfielder,Midfielder,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,78,2023,22,17,934,6.757142,4,0,13,5,14,322,14,8,8,0,23,0,9,2,0.39,0.0,1.25,0.48,0.39,1.35,1.35,0.77,0.77,0.0,1.54,2.22,0.0,0.87,0.19,38.46,30.77,4.35,0.0,27.71,43.75
563,Álex Grimaldo,30,https://media.api-sports.io/football/players/563.png,Defender,Defender,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,78,2023,33,32,2785,7.757575,10,13,51,23,79,1745,20,45,22,7,103,26,14,1,0.32,0.42,1.65,0.74,0.74,2.55,0.65,1.45,0.71,0.23,2.39,3.33,0.84,0.45,0.03,45.1,19.61,4.53,46.0,51.24,46.51
637,F. Nmecha,25,https://media.api-sports.io/football/players/637.png,Midfielder,Midfielder,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,78,2023,20,10,1016,6.825,1,2,13,3,14,455,9,19,11,5,75,27,9,3,0.09,0.18,1.15,0.27,0.27,1.24,0.8,1.68,0.97,0.44,3.1,6.64,2.39,0.8,0.27,23.08,7.69,3.08,0.0,61.98,60.0
644,L. Sané,30,https://media.api-sports.io/football/players/644.png,Attacker,Forward,157,Bayern München,https://media.api-sports.io/football/teams/157.png,78,2023,27,27,2144,7.674074,8,11,50,28,73,995,92,14,6,0,130,21,26,4,0.34,0.46,2.1,1.18,0.8,3.06,3.86,0.59,0.25,0.0,0.84,5.46,0.88,1.09,0.17,56.0,16.0,7.34,0.0,46.26,57.86
664,L. Tousart,28,https://media.api-sports.io/football/players/664.png,Midfielder,Midfielder,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,78,2023,23,18,1575,6.7,0,0,19,6,7,510,10,35,25,9,91,8,31,5,0.0,0.0,1.09,0.34,0.0,0.4,0.57,2.0,1.43,0.51,3.94,5.2,0.46,1.77,0.29,31.58,0.0,1.37,0.0,44.39,47.62
683,I. Ordets,33,https://media.api-sports.io/football/players/683.png,Defender,Defender,176,VfL Bochum,https://media.api-sports.io/football/teams/176.png,78,2023,24,21,1879,6.996153,1,0,14,6,5,792,0,21,35,36,193,20,32,4,0.05,0.0,0.67,0.29,0.05,0.24,0.0,1.01,1.68,1.72,4.41,9.24,0.96,1.53,0.19,42.86,7.14,0.63,0.0,67.25,0.0
702,O. Baumann,35,https://media.api-sports.io/football/players/702.png,Midfielder,Goalkeeper,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,78,2023,34,34,3060,7.397058,0,1,0,0,2,1243,0,1,0,0,11,6,1,1,0.0,0.03,0.0,0.0,0.03,0.06,0.0,0.03,0.0,0.0,0.03,0.32,0.18,0.03,0.03,0.0,0.0,0.16,0.0,78.57,0.0
709,P. Kadeřábek,33,https://media.api-sports.io/football/players/709.png,Defender,Defender,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,78,2023,29,28,2420,6.993103,3,4,15,6,38,938,3,30,23,8,107,12,17,7,0.11,0.15,0.56,0.22,0.26,1.41,0.11,1.12,0.86,0.3,2.27,3.98,0.45,0.63,0.26,40.0,20.0,4.05,0.0,46.32,21.43
713,K. Vogt,34,https://media.api-sports.io/football/players/713.png,Defender,Defender,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,78,2023,16,16,1326,6.875,0,0,1,1,2,925,5,14,9,13,35,9,11,5,0.0,0.0,0.07,0.07,0.0,0.14,0.34,0.95,0.61,0.88,2.44,2.38,0.61,0.75,0.34,100.0,0.0,0.22,50.0,60.34,83.33
714,N. Amiri,29,https://media.api-sports.io/football/players/714.png,Midfielder,Midfielder,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,78,2023,15,15,1319,6.725,1,0,2,2,1,99,1,4,0,0,8,3,1,5,0.07,0.0,0.14,0.14,0.07,0.07,0.07,0.27,0.0,0.0,0.27,0.55,0.2,0.07,0.34,100.0,50.0,1.01,0.0,50.0,20.0
715,C. Baumgartner,26,https://media.api-sports.io/football/players/715.png,Midfielder,Midfielder,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,78,2023,32,11,1147,6.754838,5,1,24,12,16,439,18,26,5,1,91,27,27,3,0.39,0.08,1.88,0.94,0.47,1.26,1.41,2.04,0.39,0.08,2.51,7.14,2.12,2.12,0.24,50.0,20.83,3.64,0.0,42.72,54.55
716,L. Bittencourt,32,https://media.api-sports.io/football/players/716.png,Midfielder,Midfielder,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,78,2023,29,19,1585,6.765517,1,2,21,5,26,773,17,41,12,1,95,31,34,9,0.06,0.11,1.19,0.28,0.17,1.48,0.97,2.33,0.68,0.06,3.07,5.39,1.76,1.93,0.51,23.81,4.76,3.36,0.0,46.57,39.53
719,F. Grillitsch,31,https://media.api-sports.io/football/players/719.png,Midfielder,Midfielder,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,78,2023,30,27,2303,6.996666,1,6,13,6,19,1727,13,53,52,20,124,24,27,8,0.04,0.23,0.51,0.23,0.27,0.74,0.51,2.07,2.03,0.78,4.88,4.85,0.94,1.06,0.31,46.15,7.69,1.1,51.0,53.22,61.9
725,R. Hack,27,https://media.api-sports.io/football/players/725.png,Midfielder,Midfielder,163,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,78,2023,29,14,1346,7.05862,10,2,37,22,24,477,26,16,14,0,80,22,17,2,0.67,0.13,2.47,1.47,0.8,1.6,1.74,1.07,0.94,0.0,2.01,5.35,1.47,1.14,0.13,59.46,27.03,5.03,0.0,40.61,45.61
726,A. Kramarić,34,https://media.api-sports.io/football/players/726.png,Attacker,Attacker,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,78,2023,30,25,2207,7.56,15,6,56,34,79,1002,25,11,9,2,79,35,8,4,0.61,0.24,2.28,1.39,0.86,3.22,1.02,0.45,0.37,0.08,0.9,3.22,1.43,0.33,0.16,60.71,26.79,7.88,0.0,50.32,53.19
3,E. Oelschlägel,30,https://media.api-sports.io/football/players/3.png,Midfielder,Goalkeeper,208,Emmen,https://media.api-sports.io/football/teams/208.png,88,2023,4,4,360,7.05,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,J. Cillessen,36,https://media.api-sports.io/football/players/124.png,Midfielder,Goalkeeper,413,NEC Nijmegen,https://media.api-sports.io/football/teams/413.png,88,2023,31,31,2731,7.025806,0,0,0,0,1,940,0,0,0,0,13,4,0,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.43,0.13,0.0,0.03,0.0,0.0,0.11,0.0,76.47,0.0
221,E. Room,36,https://media.api-sports.io/football/players/221.png,Midfielder,Goalkeeper,200,Vitesse,https://media.api-sports.io/football/teams/200.png,88,2023,34,34,3060,7.161764,0,0,0,0,3,1246,2,0,2,0,6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.09,0.06,0.0,0.06,0.0,0.06,0.18,0.06,0.03,0.03,0.0,0.0,0.24,0.0,60.0,100.0
228,A. Obispo,26,https://media.api-sports.io/football/players/228.png,Defender,Defender,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,9,1,162,6.714285,0,0,2,1,0,177,0,3,1,2,9,1,2,1,0.0,0.0,1.11,0.56,0.0,0.0,0.0,1.67,0.56,1.11,3.33,5.0,0.56,1.11,0.56,50.0,0.0,0.0,0.0,64.29,0.0
231,J. Teze,26,https://media.api-sports.io/football/players/231.png,Defender,Defender,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,30,29,2489,7.396666,2,9,18,6,55,1773,17,51,16,2,92,7,20,4,0.07,0.33,0.65,0.22,0.4,1.99,0.61,1.84,0.58,0.07,2.49,3.33,0.25,0.72,0.14,33.33,11.11,3.1,52.0,52.57,53.12
232,N. Viergever,36,https://media.api-sports.io/football/players/232.png,Defender,Defender,207,Utrecht,https://media.api-sports.io/football/teams/207.png,88,2023,27,25,2258,6.862962,2,0,9,4,8,1330,3,32,15,22,93,6,12,3,0.08,0.0,0.36,0.16,0.08,0.32,0.12,1.28,0.6,0.88,2.75,3.71,0.24,0.48,0.12,44.44,22.22,0.6,46.0,59.62,50.0
233,Mauro Júnior,26,https://media.api-sports.io/football/players/233.png,Defender,Defender,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,16,9,871,7.02,1,0,4,2,10,641,10,18,7,2,47,8,4,0,0.1,0.0,0.41,0.21,0.1,1.03,1.03,1.86,0.72,0.21,2.79,4.86,0.83,0.41,0.0,50.0,25.0,1.56,0.0,57.32,55.56
238,B. Ramselaar,29,https://media.api-sports.io/football/players/238.png,Midfielder,Midfielder,207,Utrecht,https://media.api-sports.io/football/teams/207.png,88,2023,11,3,396,6.763636,1,1,4,3,7,136,2,1,3,2,7,3,1,0,0.23,0.23,0.91,0.68,0.45,1.59,0.45,0.23,0.68,0.45,1.36,1.59,0.68,0.23,0.0,75.0,25.0,5.15,0.0,29.17,22.22
241,M. Sadílek,26,https://media.api-sports.io/football/players/241.png,Midfielder,Midfielder,415,Twente,https://media.api-sports.io/football/teams/415.png,88,2023,31,31,2703,7.145161,1,3,17,7,47,1823,6,49,28,9,131,26,32,6,0.03,0.1,0.57,0.23,0.13,1.56,0.2,1.63,0.93,0.3,2.86,4.36,0.87,1.07,0.2,41.18,5.88,2.58,49.0,49.25,54.55
242,R. Thomas,31,https://media.api-sports.io/football/players/242.png,Midfielder,Midfielder,193,PEC Zwolle,https://media.api-sports.io/football/teams/193.png,88,2023,7,5,341,6.814285,0,0,4,1,0,197,1,11,6,2,21,5,5,1,0.0,0.0,1.06,0.26,0.0,0.0,0.26,2.9,1.58,0.53,5.01,5.54,1.32,1.32,0.26,25.0,0.0,0.0,0.0,53.85,25.0
244,S. Bergwijn,28,https://media.api-sports.io/football/players/244.png,Attacker,Attacker,194,Ajax,https://media.api-sports.io/football/teams/194.png,88,2023,24,23,1952,7.379166,12,4,50,30,50,877,39,17,4,1,89,23,13,6,0.55,0.18,2.31,1.38,0.74,2.31,1.8,0.78,0.18,0.05,1.01,4.1,1.06,0.6,0.28,60.0,24.0,5.7,0.0,44.95,50.65
246,L. de Jong,35,https://media.api-sports.io/football/players/246.png,Attacker,Forward,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,34,34,2776,7.867647,29,15,113,63,67,831,8,29,3,7,196,29,24,3,0.94,0.49,3.66,2.04,1.43,2.17,0.26,0.94,0.1,0.23,1.26,6.35,0.94,0.78,0.1,55.75,25.66,8.06,0.0,52.97,40.0
248,H. Lozano,30,https://media.api-sports.io/football/players/248.png,Attacker,Attacker,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,24,17,1541,7.408333,6,3,56,25,40,561,32,24,15,1,92,29,17,2,0.35,0.18,3.27,1.46,0.53,2.34,1.87,1.4,0.88,0.06,2.34,5.37,1.69,0.99,0.12,44.64,10.71,7.13,0.0,49.2,44.44
265,A. Zagré,24,https://media.api-sports.io/football/players/265.png,Defender,Defender,196,Excelsior,https://media.api-sports.io/football/teams/196.png,88,2023,28,28,2321,6.845161,1,5,10,6,17,1143,49,80,47,16,177,29,25,7,0.04,0.19,0.39,0.23,0.23,0.66,1.9,3.1,1.82,0.62,5.55,6.86,1.12,0.97,0.27,60.0,10.0,1.49,0.0,59.4,61.25
279,L. Mbe Soh,24,https://media.api-sports.io/football/players/279.png,Defender,Defender,419,Almere City FC,https://media.api-sports.io/football/teams/419.png,88,2023,20,13,1254,6.721052,1,1,3,2,4,542,5,17,14,12,46,2,16,2,0.07,0.07,0.22,0.14,0.14,0.29,0.36,1.22,1.0,0.86,3.09,3.3,0.14,1.15,0.14,66.67,33.33,0.74,0.0,45.1,100.0
292,J. Henderson,35,https://media.api-sports.io/football/players/292.png,Midfielder,Midfielder,194,Ajax,https://media.api-sports.io/football/teams/194.png,88,2023,9,9,754,7.377777,0,3,5,3,22,711,4,13,5,4,27,4,8,0,0.0,0.36,0.6,0.36,0.36,2.63,0.48,1.55,0.6,0.48,2.63,3.22,0.48,0.95,0.0,60.0,0.0,3.09,70.0,51.92,40.0
400,J. Bruma,33,https://media.api-sports.io/football/players/400.png,Defender,Defender,417,Waalwijk,https://media.api-sports.io/football/teams/417.png,88,2023,12,3,397,6.6,0,0,3,0,2,242,1,3,5,8,18,2,9,1,0.0,0.0,0.68,0.0,0.0,0.45,0.23,0.68,1.13,1.81,3.63,4.08,0.45,2.04,0.23,0.0,0.0,0.83,0.0,50.0,100.0
539,D. de Wit,27,https://media.api-sports.io/football/players/539.png,Midfielder,Midfielder,201,AZ Alkmaar,https://media.api-sports.io/football/teams/201.png,88,2023,32,29,2521,6.871875,10,3,30,15,28,893,5,46,16,6,183,29,68,8,0.36,0.11,1.07,0.54,0.46,1.0,0.18,1.64,0.57,0.21,2.43,6.53,1.04,2.43,0.29,50.0,33.33,3.14,0.0,47.41,31.25
540,C. Eiting,27,https://media.api-sports.io/football/players/540.png,Midfielder,Midfielder,415,Twente,https://media.api-sports.io/football/teams/415.png,88,2023,23,7,783,6.891304,0,3,4,1,21,479,5,21,8,1,35,6,7,2,0.0,0.34,0.46,0.11,0.34,2.41,0.57,2.41,0.92,0.11,3.45,4.02,0.69,0.8,0.23,25.0,0.0,4.38,0.0,48.61,45.45
543,Z. Labyad,33,https://media.api-sports.io/football/players/543.png,Midfielder,Midfielder,207,Utrecht,https://media.api-sports.io/football/teams/207.png,88,2023,9,7,283,6.5625,0,1,5,2,7,82,1,4,2,0,14,3,6,0,0.0,0.32,1.59,0.64,0.32,2.23,0.32,1.27,0.64,0.0,1.91,4.45,0.95,1.91,0.0,40.0,0.0,8.54,0.0,42.42,25.0
544,N. Lang,26,https://media.api-sports.io/football/players/544.png,Attacker,Forward,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,11,10,588,7.336363,4,1,19,13,17,272,11,3,1,0,25,10,7,0,0.61,0.15,2.91,1.99,0.77,2.6,1.68,0.46,0.15,0.0,0.61,3.83,1.53,1.07,0.0,68.42,21.05,6.25,0.0,40.98,44.0
546,L. Schöne,39,https://media.api-sports.io/football/players/546.png,Midfielder,Midfielder,413,NEC Nijmegen,https://media.api-sports.io/football/teams/413.png,88,2023,24,13,1245,6.85,1,3,5,3,27,728,4,14,13,3,42,9,18,3,0.07,0.22,0.36,0.22,0.29,1.95,0.29,1.01,0.94,0.22,2.17,3.04,0.65,1.3,0.22,60.0,20.0,3.71,0.0,40.38,44.44
584,V. Barkas,31,https://media.api-sports.io/football/players/584.png,Midfielder,Goalkeeper,207,Utrecht,https://media.api-sports.io/football/teams/207.png,88,2023,31,31,2820,7.274193,0,0,0,0,1,951,0,2,0,0,15,3,0,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.0,0.0,0.06,0.48,0.1,0.0,0.06,0.0,0.0,0.11,0.0,88.24,0.0
625,P. Sandler,28,https://media.api-sports.io/football/players/625.png,Defender,Defender,413,NEC Nijmegen,https://media.api-sports.io/football/teams/413.png,88,2023,24,23,1880,7.034782,0,0,7,0,6,1262,5,24,17,21,85,10,19,3,0.0,0.0,0.34,0.0,0.0,0.29,0.24,1.15,0.81,1.01,2.97,4.07,0.48,0.91,0.14,0.0,0.0,0.48,49.0,62.5,50.0
706,J. Brenet,31,https://media.api-sports.io/football/players/706.png,Defender,Defender,415,Twente,https://media.api-sports.io/football/teams/415.png,88,2023,15,13,1081,6.966666,2,2,7,3,16,564,10,31,12,0,62,8,17,1,0.17,0.17,0.58,0.25,0.33,1.33,0.83,2.58,1.0,0.0,3.58,5.16,0.67,1.42,0.08,42.86,28.57,2.84,0.0,44.29,45.45
1003,T. Domgjoni,27,https://media.api-sports.io/football/players/1003.png,Midfielder,Midfielder,200,Vitesse,https://media.api-sports.io/football/teams/200.png,88,2023,15,6,667,6.585714,0,0,1,0,2,295,7,15,8,3,43,5,13,2,0.0,0.0,0.13,0.0,0.0,0.27,0.94,2.02,1.08,0.4,3.51,5.8,0.67,1.75,0.27,0.0,0.0,0.68,0.0,58.9,70.0
1085,André Ramalho,33,https://media.api-sports.io/football/players/1085.png,Defender,Defender,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,88,2023,33,29,2365,7.318181,3,1,27,8,9,2266,3,48,30,27,147,20,29,5,0.11,0.04,1.03,0.3,0.15,0.34,0.11,1.83,1.14,1.03,4.0,5.59,0.76,1.1,0.19,29.63,11.11,0.4,61.0,62.29,75.0
1421,Z. Bakkali,29,https://media.api-sports.io/football/players/1421.png,Attacker,Attacker,417,Waalwijk,https://media.api-sports.io/football/teams/417.png,88,2023,18,8,718,6.7,0,0,14,5,10,222,16,16,2,0,47,13,11,0,0.0,0.0,1.75,0.63,0.0,1.25,2.01,2.01,0.25,0.0,2.26,5.89,1.63,1.38,0.0,35.71,0.0,4.5,0.0,49.47,55.17
1582,Róber,24,https://media.api-sports.io/football/players/1582.png,Midfielder,Midfielder,413,NEC Nijmegen,https://media.api-sports.io/football/teams/413.png,88,2023,30,16,1451,6.917857,6,4,35,22,24,386,18,27,5,1,97,44,16,2,0.37,0.25,2.17,1.36,0.62,1.49,1.12,1.67,0.31,0.06,2.05,6.02,2.73,0.99,0.12,62.86,17.14,6.22,0.0,45.97,34.62
1813,J. Willems,31,https://media.api-sports.io/football/players/1813.png,Defender,Defender,206,Heracles,https://media.api-sports.io/football/teams/206.png,88,2023,20,11,1073,6.7,0,0,6,0,13,535,8,18,10,6,50,17,3,2,0.0,0.0,0.5,0.0,0.0,1.09,0.67,1.51,0.84,0.5,2.85,4.19,1.43,0.25,0.17,0.0,0.0,2.43,0.0,54.35,61.54
1815,J. de Guzmán,38,https://media.api-sports.io/football/players/1815.png,Midfielder,Midfielder,426,Sparta Rotterdam,https://media.api-sports.io/football/teams/426.png,88,2023,32,26,2012,6.809375,1,3,15,6,28,1125,10,20,24,13,69,17,27,6,0.04,0.13,0.67,0.27,0.18,1.25,0.45,0.89,1.07,0.58,2.55,3.09,0.76,1.21,0.27,40.0,6.67,2.49,0.0,43.12,58.82
1980,N. Isimat-Mirin,34,https://media.api-sports.io/football/players/1980.png,Defender,Defender,200,Vitesse,https://media.api-sports.io/football/teams/200.png,88,2023,27,24,2175,6.807692,1,1,6,2,10,1321,8,40,27,21,144,13,28,2,0.04,0.04,0.25,0.08,0.08,0.41,0.33,1.66,1.12,0.87,3.64,5.96,0.54,1.16,0.08,33.33,16.67,0.76,40.0,61.8,80.0
1993,O. Özyakup,32,https://media.api-sports.io/football/players/1993.png,Midfielder,Midfielder,205,Fortuna Sittard,https://media.api-sports.io/football/teams/205.png,88,2023,22,10,958,6.933333,1,1,14,5,20,453,12,26,13,2,49,9,10,3,0.09,0.09,1.32,0.47,0.19,1.88,1.13,2.44,1.22,0.19,3.85,4.6,0.85,0.94,0.28,35.71,7.14,4.42,0.0,55.68,63.16
2115,A. Halilović,29,https://media.api-sports.io/football/players/2115.png,Midfielder,Midfielder,205,Fortuna Sittard,https://media.api-sports.io/football/teams/205.png,88,2023,31,25,2110,7.093548,4,2,49,21,37,861,46,24,9,2,104,29,15,1,0.17,0.09,2.09,0.9,0.26,1.58,1.96,1.02,0.38,0.09,1.49,4.44,1.24,0.64,0.04,42.86,8.16,4.3,0.0,49.76,56.1
2320,W. Willumsson,27,https://media.api-sports.io/football/players/2320.png,Midfielder,Midfielder,410,GO Ahead Eagles,https://media.api-sports.io/football/teams/410.png,88,2023,31,31,2679,7.141935,7,2,37,20,46,946,40,32,12,6,159,36,20,2,0.24,0.07,1.24,0.67,0.3,1.55,1.34,1.08,0.4,0.2,1.68,5.34,1.21,0.67,0.07,54.05,18.92,4.86,0.0,48.62,54.79
2380,C. Akpom,30,https://media.api-sports.io/football/players/2380.png,Attacker,Attacker,194,Ajax,https://media.api-sports.io/football/teams/194.png,88,2023,25,8,1038,7.1125,11,3,38,21,17,245,12,15,3,0,98,29,11,0,0.95,0.26,3.29,1.82,1.21,1.47,1.04,1.3,0.26,0.0,1.56,8.5,2.51,0.95,0.0,55.26,28.95,6.94,0.0,52.41,60.0
2431,M. López,26,https://media.api-sports.io/football/players/2431.png,Defender,Defender,209,Feyenoord,https://media.api-sports.io/football/teams/209.png,88,2023,12,4,460,6.866666,0,1,4,0,12,345,4,6,2,3,25,6,4,1,0.0,0.2,0.78,0.0,0.2,2.35,0.78,1.17,0.39,0.59,2.15,4.89,1.17,0.78,0.2,0.0,0.0,3.48,0.0,56.82,66.67
2700,A. Jahanbakhsh,33,https://media.api-sports.io/football/players/2700.png,Attacker,Forward,209,Feyenoord,https://media.api-sports.io/football/teams/209.png,88,2023,16,11,460,7.1,0,2,15,8,15,261,16,23,5,0,55,3,10,1,0.0,0.39,2.93,1.57,0.39,2.93,3.13,4.5,0.98,0.0,5.48,10.76,0.59,1.96,0.2,53.33,0.0,5.75,0.0,63.95,69.57
